"XMean" "YActivity" "Subject"
"5125" -0.347413054774225+0i "WALKING_DOWNSTAIRS" 11
"5126" -0.334488440221925+0i "WALKING_DOWNSTAIRS" 11
"5127" -0.312650788900517+0i "WALKING_DOWNSTAIRS" 11
"5128" -0.310730513006239+0i "WALKING_DOWNSTAIRS" 11
"5129" -0.305909524865597+0i "WALKING_DOWNSTAIRS" 11
"5130" -0.348655647165811+0i "WALKING_DOWNSTAIRS" 11
"5131" -0.356196128164528+0i "WALKING_DOWNSTAIRS" 11
"5132" -0.396232157339216+0i "WALKING_DOWNSTAIRS" 11
"5133" -0.386855744768093+0i "WALKING_DOWNSTAIRS" 11
"5134" -0.380581531328164+0i "WALKING_DOWNSTAIRS" 11
"5135" -0.352431191163815+0i "WALKING_DOWNSTAIRS" 11
"5136" -0.34815662828467+0i "WALKING_DOWNSTAIRS" 11
"5137" -0.344697342662389+0i "WALKING_DOWNSTAIRS" 11
"5138" -0.357818882242246+0i "WALKING_DOWNSTAIRS" 11
"5139" -0.34538604585508+0i "WALKING_DOWNSTAIRS" 11
"5140" -0.43080656709697+0i "WALKING_UPSTAIRS" 11
"5141" -0.412250192537332+0i "WALKING_UPSTAIRS" 11
"5142" -0.430822974568271+0i "WALKING_UPSTAIRS" 11
"5143" -0.436931780182692+0i "WALKING_UPSTAIRS" 11
"5144" -0.429917221509982+0i "WALKING_UPSTAIRS" 11
"5145" -0.45002294877451+0i "WALKING_UPSTAIRS" 11
"5146" -0.448017482310089+0i "WALKING_UPSTAIRS" 11
"5147" -0.431494098366471+0i "WALKING_UPSTAIRS" 11
"5148" -0.454334193960749+0i "WALKING_UPSTAIRS" 11
"5149" -0.426586535719893+0i "WALKING_UPSTAIRS" 11
"5150" -0.411606165971836+0i "WALKING_UPSTAIRS" 11
"5151" -0.419613856725134+0i "WALKING_UPSTAIRS" 11
"5152" -0.422209621023351+0i "WALKING_UPSTAIRS" 11
"5153" -0.436843415754545+0i "WALKING_UPSTAIRS" 11
"5154" -0.453181842365775+0i "WALKING_UPSTAIRS" 11
"5155" -0.441093877294296+0i "WALKING_UPSTAIRS" 11
"5156" -0.444320209059661+0i "WALKING_UPSTAIRS" 11
"5157" -0.445356757207005+0i "WALKING_UPSTAIRS" 11
"5158" -0.438875652249554+0i "WALKING_UPSTAIRS" 11
"5159" -0.42929669291123+0i "WALKING_UPSTAIRS" 11
"5160" -0.439263962753298+0i "WALKING_UPSTAIRS" 11
"5161" -0.457343236430695+0i "WALKING_UPSTAIRS" 11
"5162" -0.454186781931907+0i "WALKING_UPSTAIRS" 11
"5163" -0.42662492791533+0i "WALKING_UPSTAIRS" 11
"5164" -0.445702675178431+0i "WALKING_UPSTAIRS" 11
"5165" -0.443341605479144+0i "WALKING_UPSTAIRS" 11
"5166" -0.446065505461676+0i "WALKING_UPSTAIRS" 11
"5167" -0.444413277676132+0i "WALKING_UPSTAIRS" 11
"5168" -0.547247957094813+0i "STANDING" 14
"5169" -0.605558134158645+0i "STANDING" 14
"5170" -0.569284653118734+0i "STANDING" 14
"5171" -0.571000899854742+0i "STANDING" 14
"5172" -0.623715003137611+0i "STANDING" 14
"5173" -0.641214554967914+0i "STANDING" 14
"5174" -0.649966781760392+0i "STANDING" 14
"5175" -0.660229737913012+0i "STANDING" 14
"5176" -0.643351830541711+0i "STANDING" 14
"5177" -0.649098113445134+0i "STANDING" 14
"5178" -0.634730834501212+0i "STANDING" 14
"5179" -0.650598638452406+0i "STANDING" 14
"5180" -0.65179944053369+0i "STANDING" 14
"5181" -0.658676249993939+0i "STANDING" 14
"5182" -0.654700728760392+0i "STANDING" 14
"5183" -0.654948306407524+0i "STANDING" 14
"5184" -0.654934345759358+0i "STANDING" 14
"5185" -0.583633624784777+0i "STANDING" 14
"5186" -0.63606668210713+0i "STANDING" 14
"5187" -0.643205909960071+0i "STANDING" 14
"5188" -0.648056856922638+0i "STANDING" 14
"5189" -0.652606149655437+0i "STANDING" 14
"5190" -0.646069570133512+0i "STANDING" 14
"5191" -0.646111818764171+0i "STANDING" 14
"5192" -0.645431110834581+0i "STANDING" 14
"5193" -0.636817254658467+0i "STANDING" 14
"5194" -0.638369362063761+0i "STANDING" 14
"5195" -0.658540994172371+0i "STANDING" 14
"5196" -0.656096592360784+0i "STANDING" 14
"5197" -0.658146414505704+0i "STANDING" 14
"5198" -0.61904488586221+0i "SITTING" 14
"5199" -0.626021040742068+0i "SITTING" 14
"5200" -0.650119593916973+0i "SITTING" 14
"5201" -0.653624655645989+0i "SITTING" 14
"5202" -0.659593513212299+0i "SITTING" 14
"5203" -0.653258195362032+0i "SITTING" 14
"5204" -0.654472833829768+0i "SITTING" 14
"5205" -0.654105666242246+0i "SITTING" 14
"5206" -0.652042579791444+0i "SITTING" 14
"5207" -0.657646762906595+0i "SITTING" 14
"5208" -0.6531126596082+0i "SITTING" 14
"5209" -0.657200798991266+0i "SITTING" 14
"5210" -0.59313938157344+0i "SITTING" 14
"5211" -0.622909748689786+0i "SITTING" 14
"5212" -0.635596483651693+0i "SITTING" 14
"5213" -0.658005688710517+0i "SITTING" 14
"5214" -0.656643043848342+0i "SITTING" 14
"5215" -0.658393232765241+0i "SITTING" 14
"5216" -0.657848350285562+0i "SITTING" 14
"5217" -0.64865901412395+0i "SITTING" 14
"5218" -0.647310791611105+0i "SITTING" 14
"5219" -0.659242330706738+0i "SITTING" 14
"5220" -0.652785771580731+0i "SITTING" 14
"5221" -0.661094348531283+0i "SITTING" 14
"5222" -0.667279585846346+0i "SITTING" 14
"5223" -0.662962208437433+0i "SITTING" 14
"5224" -0.543555778639394+0i "LAYING" 14
"5225" -0.610208920170998+0i "LAYING" 14
"5226" -0.630498353597148+0i "LAYING" 14
"5227" -0.646798634602852+0i "LAYING" 14
"5228" -0.657253484358467+0i "LAYING" 14
"5229" -0.657019098928699+0i "LAYING" 14
"5230" -0.65748187742631+0i "LAYING" 14
"5231" -0.656692600779323+0i "LAYING" 14
"5232" -0.65937053102852+0i "LAYING" 14
"5233" -0.655822813532799+0i "LAYING" 14
"5234" -0.65318588598467+0i "LAYING" 14
"5235" -0.651500063842959+0i "LAYING" 14
"5236" -0.610815937832977+0i "LAYING" 14
"5237" -0.643799512400713+0i "LAYING" 14
"5238" -0.641523992538324+0i "LAYING" 14
"5239" -0.655229746136542+0i "LAYING" 14
"5240" -0.655699820346168+0i "LAYING" 14
"5241" -0.658352941358467+0i "LAYING" 14
"5242" -0.647633689075401+0i "LAYING" 14
"5243" -0.648631154236542+0i "LAYING" 14
"5244" -0.643296906264349+0i "LAYING" 14
"5245" -0.65306538340713+0i "LAYING" 14
"5246" -0.640685763510873+0i "LAYING" 14
"5247" -0.639775984044385+0i "LAYING" 14
"5248" -0.61392010194795+0i "LAYING" 14
"5249" -0.450786927993048+0i "WALKING" 14
"5250" -0.413188998661551+0i "WALKING" 14
"5251" -0.394948121508021+0i "WALKING" 14
"5252" -0.390415125023529+0i "WALKING" 14
"5253" -0.389438213651194+0i "WALKING" 14
"5254" -0.385898458670945+0i "WALKING" 14
"5255" -0.398984553405633+0i "WALKING" 14
"5256" -0.40038070551426+0i "WALKING" 14
"5257" -0.39686248262549+0i "WALKING" 14
"5258" -0.426336815651569+0i "WALKING" 14
"5259" -0.43248430897861+0i "WALKING" 14
"5260" -0.415198599401016+0i "WALKING" 14
"5261" -0.395971820825134+0i "WALKING" 14
"5262" -0.406267846189234+0i "WALKING" 14
"5263" -0.422515130940642+0i "WALKING" 14
"5264" -0.432659958069895+0i "WALKING" 14
"5265" -0.377671069789661+0i "WALKING" 14
"5266" -0.360761332565775+0i "WALKING" 14
"5267" -0.378668051225918+0i "WALKING" 14
"5268" -0.381462499812299+0i "WALKING" 14
"5269" -0.395234192864635+0i "WALKING" 14
"5270" -0.395567579564332+0i "WALKING" 14
"5271" -0.399534152231907+0i "WALKING" 14
"5272" -0.408828264444635+0i "WALKING" 14
"5273" -0.393026230771658+0i "WALKING" 14
"5274" -0.403794061695187+0i "WALKING" 14
"5275" -0.407821027840463+0i "WALKING" 14
"5276" -0.403190864120481+0i "WALKING" 14
"5277" -0.406199451865151+0i "WALKING" 14
"5278" -0.40517431145205+0i "WALKING" 14
"5279" -0.340824270311943+0i "WALKING_DOWNSTAIRS" 14
"5280" -0.300705896286631+0i "WALKING_DOWNSTAIRS" 14
"5281" -0.210351285084884+0i "WALKING_DOWNSTAIRS" 14
"5282" -0.219247819641871+0i "WALKING_DOWNSTAIRS" 14
"5283" -0.258525035389127+0i "WALKING_DOWNSTAIRS" 14
"5284" -0.284960134978075+0i "WALKING_DOWNSTAIRS" 14
"5285" -0.299485065522103+0i "WALKING_DOWNSTAIRS" 14
"5286" -0.324479353353547+0i "WALKING_DOWNSTAIRS" 14
"5287" -0.295356183737237+0i "WALKING_DOWNSTAIRS" 14
"5288" -0.235489522714617+0i "WALKING_DOWNSTAIRS" 14
"5289" -0.216697602911925+0i "WALKING_DOWNSTAIRS" 14
"5290" -0.242071934626346+0i "WALKING_DOWNSTAIRS" 14
"5291" -0.199321769679068+0i "WALKING_DOWNSTAIRS" 14
"5292" -0.191112201951355+0i "WALKING_DOWNSTAIRS" 14
"5293" -0.283445884451693+0i "WALKING_DOWNSTAIRS" 14
"5294" -0.316689491937255+0i "WALKING_DOWNSTAIRS" 14
"5295" -0.264441758490731+0i "WALKING_DOWNSTAIRS" 14
"5296" -0.238922324021604+0i "WALKING_DOWNSTAIRS" 14
"5297" -0.16634684585221+0i "WALKING_DOWNSTAIRS" 14
"5298" -0.188428488277879+0i "WALKING_DOWNSTAIRS" 14
"5299" -0.261229277831105+0i "WALKING_DOWNSTAIRS" 14
"5300" -0.172358775284082+0i "WALKING_DOWNSTAIRS" 14
"5301" -0.188214447843137+0i "WALKING_DOWNSTAIRS" 14
"5302" -0.258953523885544+0i "WALKING_DOWNSTAIRS" 14
"5303" -0.330767187302906+0i "WALKING_UPSTAIRS" 14
"5304" -0.307452207045348+0i "WALKING_UPSTAIRS" 14
"5305" -0.291308524514938+0i "WALKING_UPSTAIRS" 14
"5306" -0.308484081833725+0i "WALKING_UPSTAIRS" 14
"5307" -0.318319775386203+0i "WALKING_UPSTAIRS" 14
"5308" -0.309984222544385+0i "WALKING_UPSTAIRS" 14
"5309" -0.326602091682353+0i "WALKING_UPSTAIRS" 14
"5310" -0.343083532584599+0i "WALKING_UPSTAIRS" 14
"5311" -0.355100506474955+0i "WALKING_UPSTAIRS" 14
"5312" -0.33499467642139+0i "WALKING_UPSTAIRS" 14
"5313" -0.319819586660695+0i "WALKING_UPSTAIRS" 14
"5314" -0.272912565760784+0i "WALKING_UPSTAIRS" 14
"5315" -0.27369963304082+0i "WALKING_UPSTAIRS" 14
"5316" -0.284865278105526+0i "WALKING_UPSTAIRS" 14
"5317" -0.279791304433512+0i "WALKING_UPSTAIRS" 14
"5318" -0.287923534992692+0i "WALKING_UPSTAIRS" 14
"5319" -0.317641255540107+0i "WALKING_UPSTAIRS" 14
"5320" -0.33112153173861+0i "WALKING_UPSTAIRS" 14
"5321" -0.321354621834938+0i "WALKING_UPSTAIRS" 14
"5322" -0.267717214205134+0i "WALKING_UPSTAIRS" 14
"5323" -0.231869617321693+0i "WALKING_UPSTAIRS" 14
"5324" -0.235258745359358+0i "WALKING_UPSTAIRS" 14
"5325" -0.296047801259037+0i "WALKING_UPSTAIRS" 14
"5326" -0.282387887027451+0i "WALKING_UPSTAIRS" 14
"5327" -0.280221180691087+0i "WALKING_UPSTAIRS" 14
"5328" -0.294771498045847+0i "WALKING_UPSTAIRS" 14
"5329" -0.325228173475348+0i "WALKING_UPSTAIRS" 14
"5330" -0.59851153694189+0i "STANDING" 14
"5331" -0.605194597546774+0i "STANDING" 14
"5332" -0.614603383990018+0i "STANDING" 14
"5333" -0.648084897010873+0i "STANDING" 14
"5334" -0.643553274685383+0i "STANDING" 14
"5335" -0.652000019286096+0i "STANDING" 14
"5336" -0.653718677022816+0i "STANDING" 14
"5337" -0.645287713581283+0i "STANDING" 14
"5338" -0.626821995259679+0i "STANDING" 14
"5339" -0.636284544120107+0i "STANDING" 14
"5340" -0.633659546753119+0i "STANDING" 14
"5341" -0.641996003268734+0i "STANDING" 14
"5342" -0.645534651623173+0i "STANDING" 14
"5343" -0.662662277536898+0i "STANDING" 14
"5344" -0.65077920128984+0i "STANDING" 14
"5345" -0.591848705292335+0i "STANDING" 14
"5346" -0.636273867381016+0i "STANDING" 14
"5347" -0.615679718444385+0i "STANDING" 14
"5348" -0.619773199806791+0i "STANDING" 14
"5349" -0.633990658675223+0i "STANDING" 14
"5350" -0.632001607718057+0i "STANDING" 14
"5351" -0.627194548929768+0i "STANDING" 14
"5352" -0.617877726358485+0i "STANDING" 14
"5353" -0.625178530081996+0i "STANDING" 14
"5354" -0.643589814600071+0i "STANDING" 14
"5355" -0.629285329353529+0i "STANDING" 14
"5356" -0.612225882339216+0i "STANDING" 14
"5357" -0.621410780244385+0i "STANDING" 14
"5358" -0.636652108019608+0i "STANDING" 14
"5359" -0.654383513991444+0i "STANDING" 14
"5360" -0.511202390189483+0i "SITTING" 14
"5361" -0.624916799083244+0i "SITTING" 14
"5362" -0.631300186170802+0i "SITTING" 14
"5363" -0.638105179070588+0i "SITTING" 14
"5364" -0.650465557803209+0i "SITTING" 14
"5365" -0.660306893006417+0i "SITTING" 14
"5366" -0.655451376211765+0i "SITTING" 14
"5367" -0.652592739596078+0i "SITTING" 14
"5368" -0.667439956728342+0i "SITTING" 14
"5369" -0.656680886276292+0i "SITTING" 14
"5370" -0.63859448793779+0i "SITTING" 14
"5371" -0.632015936234581+0i "SITTING" 14
"5372" -0.628591238190731+0i "SITTING" 14
"5373" -0.636547081569697+0i "SITTING" 14
"5374" -0.585192957944403+0i "SITTING" 14
"5375" -0.586190196280392+0i "SITTING" 14
"5376" -0.604910121905169+0i "SITTING" 14
"5377" -0.634222960979857+0i "SITTING" 14
"5378" -0.649780019841996+0i "SITTING" 14
"5379" -0.643049170983565+0i "SITTING" 14
"5380" -0.6370085159918+0i "SITTING" 14
"5381" -0.627981695122103+0i "SITTING" 14
"5382" -0.61227569973369+0i "SITTING" 14
"5383" -0.620094927038146+0i "SITTING" 14
"5384" -0.638973131154724+0i "SITTING" 14
"5385" -0.651477403873975+0i "SITTING" 14
"5386" -0.651899995723529+0i "SITTING" 14
"5387" -0.656881009799109+0i "SITTING" 14
"5388" -0.434555562736185+0i "LAYING" 14
"5389" -0.604258320563993+0i "LAYING" 14
"5390" -0.622907158605437+0i "LAYING" 14
"5391" -0.637750165695383+0i "LAYING" 14
"5392" -0.6435215607123+0i "LAYING" 14
"5393" -0.644524362351337+0i "LAYING" 14
"5394" -0.651308917760428+0i "LAYING" 14
"5395" -0.64215634554861+0i "LAYING" 14
"5396" -0.632459136561854+0i "LAYING" 14
"5397" -0.634644020236007+0i "LAYING" 14
"5398" -0.644328894535722+0i "LAYING" 14
"5399" -0.404826498557576+0i "LAYING" 14
"5400" -0.596642888315062+0i "LAYING" 14
"5401" -0.61930875285615+0i "LAYING" 14
"5402" -0.635937442817861+0i "LAYING" 14
"5403" -0.637654674398752+0i "LAYING" 14
"5404" -0.618399680942638+0i "LAYING" 14
"5405" -0.613818280200693+0i "LAYING" 14
"5406" -0.622692988871836+0i "LAYING" 14
"5407" -0.630603402654442+0i "LAYING" 14
"5408" -0.638810747945918+0i "LAYING" 14
"5409" -0.638285883214082+0i "LAYING" 14
"5410" -0.646931972849733+0i "LAYING" 14
"5411" -0.636963408386809+0i "LAYING" 14
"5412" -0.634405848052781+0i "LAYING" 14
"5413" -0.646622018039037+0i "LAYING" 14
"5414" -0.372661361788948+0i "WALKING" 14
"5415" -0.378171363257754+0i "WALKING" 14
"5416" -0.365088019421123+0i "WALKING" 14
"5417" -0.354456461354367+0i "WALKING" 14
"5418" -0.363699787605882+0i "WALKING" 14
"5419" -0.364336295219964+0i "WALKING" 14
"5420" -0.361843609295187+0i "WALKING" 14
"5421" -0.369513167849376+0i "WALKING" 14
"5422" -0.375897288164528+0i "WALKING" 14
"5423" -0.380500829330535+0i "WALKING" 14
"5424" -0.371711853718717+0i "WALKING" 14
"5425" -0.36553331172549+0i "WALKING" 14
"5426" -0.376874531100392+0i "WALKING" 14
"5427" -0.39259880674139+0i "WALKING" 14
"5428" -0.403596732900619+0i "WALKING" 14
"5429" -0.384708057765062+0i "WALKING" 14
"5430" -0.361015721046168+0i "WALKING" 14
"5431" -0.360032163430838+0i "WALKING" 14
"5432" -0.368624479612442+0i "WALKING" 14
"5433" -0.354840031255258+0i "WALKING" 14
"5434" -0.350136149299109+0i "WALKING" 14
"5435" -0.358381873149643+0i "WALKING" 14
"5436" -0.370217073935169+0i "WALKING" 14
"5437" -0.37289705157344+0i "WALKING" 14
"5438" -0.364579589257932+0i "WALKING" 14
"5439" -0.371935154145276+0i "WALKING" 14
"5440" -0.354214285866132+0i "WALKING" 14
"5441" -0.344874431174688+0i "WALKING" 14
"5442" -0.362397007284848+0i "WALKING" 14
"5443" -0.269313011822282+0i "WALKING_DOWNSTAIRS" 14
"5444" -0.187205947077005+0i "WALKING_DOWNSTAIRS" 14
"5445" -0.175139595627807+0i "WALKING_DOWNSTAIRS" 14
"5446" -0.191194222551693+0i "WALKING_DOWNSTAIRS" 14
"5447" -0.176303175539929+0i "WALKING_DOWNSTAIRS" 14
"5448" -0.171334560451872+0i "WALKING_DOWNSTAIRS" 14
"5449" -0.230869736216221+0i "WALKING_DOWNSTAIRS" 14
"5450" -0.254190368980749+0i "WALKING_DOWNSTAIRS" 14
"5451" -0.188875019978431+0i "WALKING_DOWNSTAIRS" 14
"5452" -0.0537216662442068+0i "WALKING_DOWNSTAIRS" 14
"5453" -0.0642649810160428+0i "WALKING_DOWNSTAIRS" 14
"5454" -0.149783060475401+0i "WALKING_DOWNSTAIRS" 14
"5455" -0.17592512527344+0i "WALKING_DOWNSTAIRS" 14
"5456" -0.197767121486881+0i "WALKING_DOWNSTAIRS" 14
"5457" -0.158540213650057+0i "WALKING_DOWNSTAIRS" 14
"5458" -0.0694336646581462+0i "WALKING_DOWNSTAIRS" 14
"5459" -0.0184771495852941+0i "WALKING_DOWNSTAIRS" 14
"5460" -0.0955361060147772+0i "WALKING_DOWNSTAIRS" 14
"5461" -0.105211410261105+0i "WALKING_DOWNSTAIRS" 14
"5462" -0.0932320960533333+0i "WALKING_DOWNSTAIRS" 14
"5463" -0.168049696855258+0i "WALKING_DOWNSTAIRS" 14
"5464" -0.295529293357576+0i "WALKING_UPSTAIRS" 14
"5465" -0.256164900837968+0i "WALKING_UPSTAIRS" 14
"5466" -0.218104124443494+0i "WALKING_UPSTAIRS" 14
"5467" -0.248131890475579+0i "WALKING_UPSTAIRS" 14
"5468" -0.271233719606275+0i "WALKING_UPSTAIRS" 14
"5469" -0.277616129531907+0i "WALKING_UPSTAIRS" 14
"5470" -0.283968302752941+0i "WALKING_UPSTAIRS" 14
"5471" -0.287773764091622+0i "WALKING_UPSTAIRS" 14
"5472" -0.313090097333512+0i "WALKING_UPSTAIRS" 14
"5473" -0.366567900911979+0i "WALKING_UPSTAIRS" 14
"5474" -0.271140127447398+0i "WALKING_UPSTAIRS" 14
"5475" -0.27209907852779+0i "WALKING_UPSTAIRS" 14
"5476" -0.258164492302496+0i "WALKING_UPSTAIRS" 14
"5477" -0.24987008543975+0i "WALKING_UPSTAIRS" 14
"5478" -0.279589001876191+0i "WALKING_UPSTAIRS" 14
"5479" -0.163932532387736+0i "WALKING_UPSTAIRS" 14
"5480" -0.137693046030499+0i "WALKING_UPSTAIRS" 14
"5481" -0.275456404192767+0i "WALKING_UPSTAIRS" 14
"5482" -0.293728456951872+0i "WALKING_UPSTAIRS" 14
"5483" -0.255120089817112+0i "WALKING_UPSTAIRS" 14
"5484" -0.252300008927665+0i "WALKING_UPSTAIRS" 14
"5485" -0.275129479499394+0i "WALKING_UPSTAIRS" 14
"5486" -0.29841785827852+0i "WALKING_UPSTAIRS" 14
"5487" -0.281078467655971+0i "WALKING_UPSTAIRS" 14
"5488" -0.284616101376827+0i "WALKING_UPSTAIRS" 14
"5489" -0.303043969767148+0i "WALKING_UPSTAIRS" 14
"5490" -0.31797581930344+0i "WALKING_UPSTAIRS" 14
"5491" -0.60174457149441+0i "STANDING" 15
"5492" -0.641660070398039+0i "STANDING" 15
"5493" -0.651250047889483+0i "STANDING" 15
"5494" -0.656192959786809+0i "STANDING" 15
"5495" -0.65642365677344+0i "STANDING" 15
"5496" -0.641884726206417+0i "STANDING" 15
"5497" -0.641320417929421+0i "STANDING" 15
"5498" -0.647317167494052+0i "STANDING" 15
"5499" -0.64372931352959+0i "STANDING" 15
"5500" -0.650928263468093+0i "STANDING" 15
"5501" -0.664636096104979+0i "STANDING" 15
"5502" -0.661345297939216+0i "STANDING" 15
"5503" -0.65049213145918+0i "STANDING" 15
"5504" -0.578774547066756+0i "STANDING" 15
"5505" -0.625565597457005+0i "STANDING" 15
"5506" -0.64820558815508+0i "STANDING" 15
"5507" -0.645071248690018+0i "STANDING" 15
"5508" -0.637691216121264+0i "STANDING" 15
"5509" -0.616008760249055+0i "STANDING" 15
"5510" -0.622541433353654+0i "STANDING" 15
"5511" -0.636263814979537+0i "STANDING" 15
"5512" -0.654266830921034+0i "STANDING" 15
"5513" -0.65192946063672+0i "STANDING" 15
"5514" -0.64269208759877+0i "STANDING" 15
"5515" -0.642995073585918+0i "STANDING" 15
"5516" -0.648400791264706+0i "STANDING" 15
"5517" -0.637151224465062+0i "STANDING" 15
"5518" -0.514046649775936+0i "SITTING" 15
"5519" -0.606850667668627+0i "SITTING" 15
"5520" -0.629649759050624+0i "SITTING" 15
"5521" -0.631412403050446+0i "SITTING" 15
"5522" -0.645483592397504+0i "SITTING" 15
"5523" -0.657056297734153+0i "SITTING" 15
"5524" -0.650117255090018+0i "SITTING" 15
"5525" -0.649837598893048+0i "SITTING" 15
"5526" -0.659996490232538+0i "SITTING" 15
"5527" -0.657027833800356+0i "SITTING" 15
"5528" -0.649958300432406+0i "SITTING" 15
"5529" -0.637439327776827+0i "SITTING" 15
"5530" -0.604528075249346+0i "SITTING" 15
"5531" -0.611454659254011+0i "SITTING" 15
"5532" -0.627534367903745+0i "SITTING" 15
"5533" -0.65516731504795+0i "SITTING" 15
"5534" -0.644826006636685+0i "SITTING" 15
"5535" -0.641795577094082+0i "SITTING" 15
"5536" -0.644625848820856+0i "SITTING" 15
"5537" -0.647250005546881+0i "SITTING" 15
"5538" -0.652344997137344+0i "SITTING" 15
"5539" -0.652824617944029+0i "SITTING" 15
"5540" -0.653515339505526+0i "SITTING" 15
"5541" -0.646646243691266+0i "SITTING" 15
"5542" -0.655245937008021+0i "SITTING" 15
"5543" -0.656407931688948+0i "SITTING" 15
"5544" -0.650584698049911+0i "SITTING" 15
"5545" -0.553513419891266+0i "LAYING" 15
"5546" -0.60097224452852+0i "LAYING" 15
"5547" -0.635302010685829+0i "LAYING" 15
"5548" -0.642032306819697+0i "LAYING" 15
"5549" -0.651171971066488+0i "LAYING" 15
"5550" -0.648716251684492+0i "LAYING" 15
"5551" -0.652317242672192+0i "LAYING" 15
"5552" -0.649360493390909+0i "LAYING" 15
"5553" -0.653162106071123+0i "LAYING" 15
"5554" -0.652976929832442+0i "LAYING" 15
"5555" -0.658656023100963+0i "LAYING" 15
"5556" -0.659668991653832+0i "LAYING" 15
"5557" -0.657454258404278+0i "LAYING" 15
"5558" -0.581635019575045+0i "LAYING" 15
"5559" -0.569919468625348+0i "LAYING" 15
"5560" -0.545786164606827+0i "LAYING" 15
"5561" -0.570972108793993+0i "LAYING" 15
"5562" -0.627637192333868+0i "LAYING" 15
"5563" -0.654148980170232+0i "LAYING" 15
"5564" -0.655783922769697+0i "LAYING" 15
"5565" -0.656566457665597+0i "LAYING" 15
"5566" -0.630416967919608+0i "LAYING" 15
"5567" -0.622710866587522+0i "LAYING" 15
"5568" -0.641229795553298+0i "LAYING" 15
"5569" -0.64964385272795+0i "LAYING" 15
"5570" -0.657005421682478+0i "LAYING" 15
"5571" -0.654075147118307+0i "LAYING" 15
"5572" -0.651421469407487+0i "LAYING" 15
"5573" -0.650332280671301+0i "LAYING" 15
"5574" -0.661831173658645+0i "LAYING" 15
"5575" -0.655150868972478+0i "LAYING" 15
"5576" -0.656078602476827+0i "LAYING" 15
"5577" -0.65543600096148+0i "LAYING" 15
"5578" -0.657340498466702+0i "LAYING" 15
"5579" -0.425867905889216+0i "WALKING" 15
"5580" -0.413688512834064+0i "WALKING" 15
"5581" -0.397661113554011+0i "WALKING" 15
"5582" -0.394331237514813+0i "WALKING" 15
"5583" -0.38262195460303+0i "WALKING" 15
"5584" -0.365992178899287+0i "WALKING" 15
"5585" -0.381563462151444+0i "WALKING" 15
"5586" -0.408375821221016+0i "WALKING" 15
"5587" -0.422598206554902+0i "WALKING" 15
"5588" -0.416004893172371+0i "WALKING" 15
"5589" -0.398923722498752+0i "WALKING" 15
"5590" -0.382490372362264+0i "WALKING" 15
"5591" -0.387006685075062+0i "WALKING" 15
"5592" -0.412178792178841+0i "WALKING" 15
"5593" -0.434286243945597+0i "WALKING" 15
"5594" -0.418872436691604+0i "WALKING" 15
"5595" -0.415065007895009+0i "WALKING" 15
"5596" -0.413708291014795+0i "WALKING" 15
"5597" -0.413633832860963+0i "WALKING" 15
"5598" -0.424684152936381+0i "WALKING" 15
"5599" -0.436076926352175+0i "WALKING" 15
"5600" -0.431650270855597+0i "WALKING" 15
"5601" -0.412541450929233+0i "WALKING" 15
"5602" -0.391539011585918+0i "WALKING" 15
"5603" -0.406156501925668+0i "WALKING" 15
"5604" -0.426654027072193+0i "WALKING" 15
"5605" -0.437904990298503+0i "WALKING" 15
"5606" -0.424764970482175+0i "WALKING" 15
"5607" -0.300438041970107+0i "WALKING_DOWNSTAIRS" 15
"5608" -0.314220028443066+0i "WALKING_DOWNSTAIRS" 15
"5609" -0.317066283460731+0i "WALKING_DOWNSTAIRS" 15
"5610" -0.326985914766132+0i "WALKING_DOWNSTAIRS" 15
"5611" -0.292753670542317+0i "WALKING_DOWNSTAIRS" 15
"5612" -0.268248143963369+0i "WALKING_DOWNSTAIRS" 15
"5613" -0.286705650894207+0i "WALKING_DOWNSTAIRS" 15
"5614" -0.322574590817112+0i "WALKING_DOWNSTAIRS" 15
"5615" -0.321770228074064+0i "WALKING_DOWNSTAIRS" 15
"5616" -0.316195427587344+0i "WALKING_DOWNSTAIRS" 15
"5617" -0.314030135750446+0i "WALKING_DOWNSTAIRS" 15
"5618" -0.328003909641355+0i "WALKING_DOWNSTAIRS" 15
"5619" -0.314934476451105+0i "WALKING_DOWNSTAIRS" 15
"5620" -0.30842147018164+0i "WALKING_DOWNSTAIRS" 15
"5621" -0.310393557948538+0i "WALKING_DOWNSTAIRS" 15
"5622" -0.303487530411052+0i "WALKING_DOWNSTAIRS" 15
"5623" -0.300410855281818+0i "WALKING_DOWNSTAIRS" 15
"5624" -0.292260441051283+0i "WALKING_DOWNSTAIRS" 15
"5625" -0.298890615659002+0i "WALKING_DOWNSTAIRS" 15
"5626" -0.306750218454545+0i "WALKING_DOWNSTAIRS" 15
"5627" -0.312557437292692+0i "WALKING_DOWNSTAIRS" 15
"5628" -0.411563076875758+0i "WALKING_UPSTAIRS" 15
"5629" -0.421141804909982+0i "WALKING_UPSTAIRS" 15
"5630" -0.401928361479144+0i "WALKING_UPSTAIRS" 15
"5631" -0.401325973899109+0i "WALKING_UPSTAIRS" 15
"5632" -0.424087915578788+0i "WALKING_UPSTAIRS" 15
"5633" -0.412970543927986+0i "WALKING_UPSTAIRS" 15
"5634" -0.409292522861783+0i "WALKING_UPSTAIRS" 15
"5635" -0.395213813253547+0i "WALKING_UPSTAIRS" 15
